1,1
2,1
3,1
4,2
5,3
6,4
7,5
8,6
9,6
10,7
11,8
12,8
13,9
14,10
15,10
16,11
17,11
18,12
19,12
20,13
21,14
22,15
23,15
24,16
25,17
26,18
27,19
28,20
29,21
30,22
31,22
32,23
33,24
34,24
35,25
36,25
37,26
38,27
39,27
40,28
41,29
42,30
43,31
44,31
45,31
46,32
47,33
48,34
49,34
50,35
51,35
52,35
53,36
54,36
55,37
56,38
57,39
58,39
59,39
60,40
61,40
62,40
63,41
64,42
65,43
66,44
67,44
68,45
69,45
70,46
71,47
72,48
73,48
74,49
75,50
76,51
77,52
78,52
79,53
80,53
81,54
82,54
83,54
84,55
85,55
86,56
87,56
88,56
89,57
90,57
91,58
92,59
93,60
94,60
95,60
96,61
97,62
98,63
99,64
100,65
101,66
102,67
103,67
104,68
105,69
106,69
107,70
108,71
109,71
110,71
111,72
112,73
113,74
114,74
115,75
116,76
117,76
118,77
119,77
120,77
121,78
122,78
123,79
124,80
125,80
126,80
127,81
128,81
129,82
130,83
131,84
132,85
133,85
134,86
135,86
136,87
137,88
138,89
139,90
140,91
141,92
142,92
143,93
144,94
145,95
146,95
147,95
148,96
149,96
150,97
151,97
152,98
153,98
154,98
155,99
156,99
157,99
158,100
159,101
160,101
161,102
162,102
163,103
164,103
165,104
166,104
167,104
168,105
169,106
170,107
171,108
172,108
173,108
174,109
175,109
176,110
177,110
178,110
179,111
180,111
181,112
182,113
183,113
184,114
185,115
186,116
187,116
188,117
189,117
190,118
191,119
192,119
193,120
194,121
195,121
196,122
197,122
198,123
199,124
200,124
201,125
202,125
203,125
204,126
205,126
206,126
207,127
208,128
209,128
210,129
211,129
212,129
213,130
214,131
215,131
216,131
217,132
218,133
219,133
220,134
221,134
222,134
223,135
224,135
225,136
226,137
227,137
228,138
229,139
230,140
231,140
232,141
233,141
234,142
235,142
236,143
237,143
238,144
239,145
240,145
241,146
242,147
243,148
244,148
245,148
246,149
247,149
248,150
249,151
250,152
251,153
252,153
253,153
254,154
255,155
256,156
257,156
258,156
259,157
260,157
261,157
262,158
263,159
264,159
265,160
266,160
267,161
268,162
269,162
270,162
271,163
272,163
273,164
274,165
275,166
276,166
277,166
278,167
279,168
280,168
281,169
282,170
283,170
284,171
285,171
286,171
287,172
288,173
289,174
290,175
291,176
292,177
293,177
294,177
295,178
296,178
297,178
298,179
299,180
300,181
301,181
302,182
303,183
304,184
305,184
306,184
307,185
308,186
309,186
310,187
311,187
312,188
313,189
314,190
315,190
316,191
317,192
318,193
319,194
320,194
321,195
322,195
323,195
324,196
325,196
326,197
327,198
328,199
329,199
330,199
331,200
332,201
333,202
334,203
335,204
336,205
337,205
338,205
339,206
340,207
341,208
342,208
343,209
344,210
345,210
346,210
347,211
348,211
349,212
350,213
351,213
352,213
353,214
354,214
355,215
356,215
357,215
358,216
359,217
360,217
361,218
362,219
363,219
364,220
365,220
366,221
367,222
368,223
369,223
370,223
371,224
372,224
373,224
374,225
375,226
376,226
377,227
378,228
379,228
380,228
381,229
382,230
383,230
384,231
385,232
386,233
387,233
388,234
389,234
390,234
391,235
392,236
393,237
394,238
395,239
396,239
397,239
398,240
399,240
400,241
401,242
402,242
403,243
404,244
405,244
406,244
407,245
408,245
409,245
410,246
411,246
412,246
413,247
414,247
415,247
416,248
417,248
418,249
419,249
420,249
421,250
422,250
423,251
424,252
425,252
426,253
427,254
428,255
429,255
430,256
431,256
432,257
433,257
434,258
435,258
436,258
437,259
438,260
439,261
440,262
441,262
442,262
443,263
444,264
445,264
446,265
447,265
448,266
449,267
450,268
451,269
452,269
453,270
454,271
455,272
456,272
457,273
458,274
459,274
460,275
461,276
462,276
463,276
464,277
465,278
466,279
467,279
468,279
469,280
470,281
471,282
472,283
473,284
474,284
475,284
476,285
477,285
478,286
479,287
480,288
481,288
482,288
483,289
484,290
485,291
486,291
487,292
488,292
489,293
490,294
491,295
492,296
493,297
494,298
495,298
496,299
497,300
498,301
499,301
500,302
501,303
502,304
503,304
504,305
505,306
506,307
507,308
508,309
509,309
510,309
511,310
512,311
513,312
514,312
515,313
516,313
517,314
518,315
519,316
520,317
521,318
522,319
523,319
524,320
525,321
526,322
527,323
528,324
529,324
530,325
531,326
532,326
533,326
534,327
535,328
536,328
537,328
538,329
539,330
540,331
541,332
542,332
543,333
544,333
545,334
546,334
547,334
548,335
549,335
550,336
551,337
552,337
553,338
554,339
555,339
556,340
557,340
558,341
559,342
560,342
561,342
562,343
563,344
564,345
565,346
566,347
567,348
568,348
569,349
570,350
571,351
572,351
573,351
574,352
575,353
576,354
577,355
578,356
579,357
580,357
581,358
582,359
583,360
584,360
585,361
586,361
587,361
588,362
589,362
590,363
591,363
592,364
593,365
594,365
595,366
596,367
597,368
598,369
599,370
600,370
601,371
602,372
603,373
