3,14,6,2
4,71,6,1
5,155,6,3
6,144,6,3
7,158,6,2
8,79,6,1
9,150,6,4
10,95,6,4
11,190,6,3
12,52,6,3
13,79,6,2
14,184,6,6
15,71,6,3
16,47,6,4
17,131,6,2
18,12,6,2
19,128,6,5
20,44,6,1
21,31,6,5
22,200,6,3
23,7,6,3
24,153,6,2
25,85,6,4
26,100,6,3
27,14,6,3
28,173,6,6
29,69,6,4
30,87,6,5
31,103,6,2
32,137,6,5
33,11,6,2
34,181,6,1
35,96,6,6
36,26,6,6
37,151,6,5
38,105,6,5
39,136,6,4
40,12,6,5
41,128,6,6
42,66,6,4
43,183,6,2
44,48,6,6
45,96,6,4
46,145,6,1
47,9,6,1
48,14,6,6
49,26,6,4
50,97,6,6
51,83,6,3
52,99,6,5
53,126,6,3
54,14,6,3
55,140,6,3
56,44,6,3
57,4,6,4
58,38,6,1
59,149,6,3
60,65,6,6
61,76,6,4
62,76,6,4
63,160,7,3
64,58,7,4
65,167,7,2
66,75,7,1
67,36,7,1
68,90,7,1
69,137,7,1
70,122,7,3
71,185,7,2
72,51,7,1
73,47,7,4
74,175,7,1
75,181,7,2
76,169,7,6
77,114,7,2
78,82,7,3
79,18,7,3
80,129,7,3
81,179,7,5
82,78,7,1
83,50,7,4
84,60,7,6
85,24,7,1
86,73,7,1
87,149,7,2
88,147,7,1
89,143,7,4
90,152,7,6
91,183,7,5
92,170,7,5
93,48,7,1
94,149,7,5
95,173,7,4
96,78,7,4
97,173,7,3
98,178,7,2
99,150,7,1
100,177,7,4
101,179,7,4
102,117,7,2
103,75,7,4
104,107,7,5
105,48,7,6
106,28,7,6
107,136,7,6
108,168,7,4
109,196,7,1
110,56,7,4
111,131,7,1
112,118,7,1
113,10,7,3
114,187,7,6
115,106,7,3
116,93,7,5
117,30,7,2
118,123,7,1
119,111,7,6
120,135,7,3
121,70,7,1
122,79,7,2
123,69,7,5
124,31,7,3
125,178,7,6
126,6,7,4
127,81,7,2
128,107,7,5
129,157,7,2
130,133,7,2
131,75,7,6
132,52,7,1
133,20,7,2
134,175,7,3
135,52,7,5
136,67,7,6
137,67,7,6
138,14,8,2
139,200,8,4
140,15,8,1
141,132,8,5
142,97,8,6
143,124,8,1
144,83,8,3
145,20,8,5
146,176,8,1
147,142,8,3
148,200,8,5
149,80,8,3
150,139,8,5
151,147,8,4
152,62,8,3
153,94,8,1
154,95,8,2
155,24,8,4
156,125,8,3
157,45,8,5
158,73,8,4
159,96,8,5
160,97,8,3
161,198,8,2
162,179,8,6
163,11,8,2
164,31,8,6
165,54,8,1
166,93,8,6
167,55,8,5
168,5,8,2
169,178,8,6
170,45,8,5
171,27,8,3
172,165,8,3
173,104,8,3
174,190,8,4
175,126,8,3
176,177,8,3
177,28,8,3
178,141,8,5
179,52,8,2
180,200,8,1
181,200,8,1
182,105,10,2
183,29,10,3
184,57,10,5
185,80,10,4
186,15,10,1
187,108,10,1
188,75,10,1
189,143,10,3
190,102,10,5
191,21,10,1
192,9,10,3
193,95,10,4
194,73,10,4
195,74,10,2
196,129,10,2
197,97,10,4
198,141,10,3
199,7,10,6
200,30,10,4
201,69,10,3
202,54,10,3
203,108,10,6
204,50,10,4
205,176,10,3
206,47,10,3
